age,gender,marital_status,income,education_level,employment_status,credit_score,vehicle_age,vehicle_type,vehicle_price,policy_tenure,premium_amount,no_of_claims,accident_severity,region,fraudulent_flag,agent_rating,claim_amount,claim_approved
50,Male,Married,1745650,High School,Unemployed,514,11,SUV,193938,3,62337,1,Medium,North,0,4,87006,0
26,Female,Single,1100004,Graduate,Self-Employed,335,14,Car,543964,1,21138,0,Low,North,0,5,42665,0
23,Male,Married,964173,Postgraduate,Unemployed,897,3,Truck,112276,2,21694,3,Low,South,0,1,39832,0
33,Male,Married,1360259,High School,Employed,730,6,Car,1942418,8,67196,1,Low,East,0,2,135026,0
46,Female,Divorced,1536349,Graduate,Employed,804,6,SUV,1453130,1,8474,1,Low,East,0,5,9552,1
20,Female,Married,1789563,Postgraduate,Employed,867,14,Bike,1765908,7,28139,2,Low,West,0,4,57435,1
37,Female,Married,1098868,Postgraduate,Employed,548,5,Bike,1518450,2,20569,3,Low,South,0,4,26933,0
53,Male,Married,1037795,Graduate,Self-Employed,767,0,Truck,1425344,3,14547,1,Low,North,0,5,22894,1
36,Male,Divorced,993501,High School,Unemployed,809,9,SUV,449154,4,6554,3,Low,South,0,1,14793,0
43,Male,Single,1879679,Graduate,Self-Employed,693,5,Truck,1072994,3,37308,1,Medium,East,0,2,72205,0
20,Male,Married,1171789,Graduate,Self-Employed,739,13,Bike,215934,4,14406,5,Low,East,0,1,27815,0
36,Male,Married,304726,Graduate,Employed,457,12,Truck,104931,5,78803,3,Low,North,1,5,118121,0
37,Female,Single,1056495,Postgraduate,Self-Employed,393,0,Bike,299793,6,37643,0,Low,South,0,1,62474,0
49,Female,Married,481243,High School,Employed,785,10,SUV,1814417,5,30675,0,Low,East,1,3,61630,0
24,Male,Single,1788486,High School,Self-Employed,738,4,SUV,327268,9,52876,0,Low,South,1,3,26869,0
69,Male,Married,1668073,Graduate,Employed,465,5,SUV,105643,9,62767,4,High,North,0,1,83269,0
58,Male,Married,501577,Postgraduate,Self-Employed,355,6,Bike,1864968,6,23799,1,High,West,1,3,26150,0
50,Male,Single,239875,Graduate,Employed,754,7,SUV,1816631,6,64891,2,Low,North,0,1,65613,0
57,Male,Married,1460715,Postgraduate,Self-Employed,669,8,Bike,2478360,9,72658,4,Low,West,0,3,156801,0
56,Female,Single,1115813,Postgraduate,Employed,677,5,SUV,1426296,7,28516,3,Medium,North,0,4,41443,0
35,Female,Married,860492,Postgraduate,Employed,694,10,Car,476447,6,34753,1,Low,West,0,2,20843,0
57,Female,Married,819220,Postgraduate,Employed,690,6,Bike,1089228,9,33989,1,Low,West,0,3,83339,1
18,Male,Divorced,374311,Postgraduate,Self-Employed,651,14,Bike,1096755,7,52838,4,Low,North,0,2,41912,0
28,Male,Married,785179,Postgraduate,Self-Employed,381,3,SUV,312064,8,50692,1,Medium,East,0,4,69300,0
45,Female,Single,569110,Graduate,Retired,845,9,Bike,1828348,5,71276,1,Low,South,0,2,125701,0
42,Female,Married,555487,High School,Self-Employed,362,6,Bike,2066876,8,65273,3,Low,West,0,1,106302,0
67,Male,Single,1812414,High School,Employed,813,9,Car,622581,1,75113,2,Medium,East,1,4,102943,0
40,Female,Single,1890159,High School,Unemployed,854,0,SUV,420587,7,28512,3,Medium,East,0,4,31622,0
48,Female,Married,973380,High School,Employed,447,2,Car,1583937,2,16096,5,Low,South,0,5,26365,0
47,Male,Single,1537916,High School,Employed,818,0,SUV,805284,3,53478,4,High,South,0,1,118243,0
59,Female,Single,412601,Postgraduate,Self-Employed,607,10,Bike,828435,8,39908,1,Low,North,0,1,39107,0
52,Female,Married,1040281,Graduate,Employed,804,7,Car,455829,3,40873,1,Low,North,0,3,25586,1
24,Female,Single,1471142,High School,Employed,397,2,Truck,1449497,7,69652,2,Low,South,0,2,84657,0
33,Male,Single,1288089,Graduate,Unemployed,601,6,Car,1800169,6,31843,2,Medium,West,0,2,63518,0
43,Female,Married,435010,Graduate,Unemployed,341,1,Car,1277752,3,34800,0,Low,West,0,3,86397,0
65,Female,Married,441943,High School,Unemployed,615,11,Car,1391453,3,72117,2,Medium,West,0,2,129943,0
69,Female,Married,370100,Postgraduate,Employed,683,11,Truck,1091616,9,11155,3,Medium,North,1,3,16940,0
66,Male,Married,542625,High School,Unemployed,403,4,SUV,303465,5,28332,5,Low,West,1,4,18516,0
19,Male,Single,1200609,Graduate,Self-Employed,635,14,Truck,2458862,7,42122,1,Low,North,0,4,49806,1
18,Female,Married,288915,High School,Unemployed,889,2,Car,1639358,2,79576,3,Medium,West,0,3,48802,0
65,Male,Divorced,1111222,Graduate,Self-Employed,331,9,Car,726804,7,42162,3,High,East,0,5,56517,0
29,Female,Married,238877,Postgraduate,Self-Employed,581,2,Bike,721264,8,16810,3,High,South,0,1,24895,0
22,Male,Married,1926761,High School,Employed,329,13,Bike,2306923,4,57452,3,Low,South,0,4,60285,0
54,Male,Single,1839315,Postgraduate,Self-Employed,692,14,SUV,2403748,1,69457,3,Low,South,0,1,44434,0
49,Female,Married,748136,High School,Self-Employed,331,4,Bike,2023813,4,34063,3,Low,West,1,5,46125,0
26,Female,Married,1233809,Graduate,Employed,864,13,Car,653903,5,11518,1,Low,East,0,4,28126,1
58,Female,Married,606885,Postgraduate,Self-Employed,448,7,Car,1099142,5,73570,3,Low,North,0,1,84148,0
52,Male,Married,1520595,Postgraduate,Self-Employed,375,1,Bike,458514,2,67180,4,High,North,0,3,75790,0
36,Female,Married,542533,High School,Self-Employed,706,10,Car,2164456,8,36487,3,Low,North,0,3,29061,0
65,Male,Divorced,1054393,High School,Employed,880,3,Truck,690672,2,49093,0,Medium,North,0,4,79132,1
33,Male,Married,822264,Graduate,Employed,573,3,Truck,1723708,1,21354,5,Low,West,0,2,33569,0
20,Female,Single,300091,High School,Employed,848,12,SUV,1486409,5,26932,3,Low,South,0,5,34269,0
37,Male,Single,1218392,Graduate,Unemployed,360,14,Car,1786893,7,36674,0,Medium,South,0,5,83912,0
41,Female,Married,1265128,Graduate,Employed,430,13,Car,1304115,8,65784,1,Low,South,0,4,45278,0
50,Male,Married,1412930,Graduate,Employed,812,11,Bike,2497430,4,79191,4,High,South,0,2,185497,0
41,Female,Single,1415851,High School,Retired,359,10,SUV,554766,1,42601,1,Medium,East,0,5,56377,0
69,Male,Single,1639402,Graduate,Employed,679,4,Truck,287226,5,9688,1,Low,East,0,2,7477,0
28,Male,Married,1482477,Postgraduate,Self-Employed,646,5,SUV,862067,3,47356,3,Medium,West,0,2,77053,0
66,Female,Married,939896,Graduate,Retired,741,8,Car,2143769,1,3833,0,Low,North,0,4,7128,1
25,Male,Married,1869202,Graduate,Self-Employed,842,4,Truck,805204,7,39601,4,Low,East,0,1,41928,0
53,Female,Married,276105,High School,Unemployed,698,11,Car,1948498,9,67919,3,Low,East,0,5,147659,0
55,Male,Single,1077234,High School,Retired,306,9,SUV,2167184,9,50847,0,Low,East,0,2,26562,0
57,Male,Single,273301,High School,Unemployed,690,7,Bike,2256882,4,69700,5,Low,East,0,3,83466,0
37,Male,Married,618144,Graduate,Self-Employed,434,4,Bike,1480915,8,40638,3,Low,North,0,5,91669,0
52,Female,Single,642126,High School,Employed,319,2,Bike,307499,1,43994,1,Medium,West,0,4,81622,0
65,Female,Single,1263255,Graduate,Employed,626,5,SUV,307681,4,21706,0,Low,West,0,5,20567,1
42,Female,Married,1347997,Graduate,Unemployed,733,12,Bike,672771,4,75601,5,Medium,South,0,4,106482,0
52,Female,Married,1282749,Graduate,Unemployed,673,3,SUV,2022324,2,66028,2,Low,South,0,5,68408,1
42,Female,Single,1558585,High School,Unemployed,442,4,Car,581852,8,17517,3,Low,North,0,3,25349,0
46,Male,Single,238182,Graduate,Self-Employed,693,7,SUV,2435003,8,74266,1,Medium,West,0,1,161523,0
35,Male,Single,763397,Graduate,Employed,782,10,Truck,2356132,7,17042,0,Medium,East,0,4,10243,1
63,Female,Married,1908110,High School,Employed,790,10,Bike,1626129,4,45249,1,High,South,0,5,44858,0
35,Male,Married,610277,High School,Employed,620,3,Truck,1181251,5,45787,3,Low,East,0,4,25764,0
19,Male,Married,831334,Graduate,Unemployed,711,6,Car,907816,5,71573,5,High,West,0,3,177703,0
52,Male,Single,1994867,High School,Employed,653,2,SUV,2271389,1,9625,3,Low,North,0,2,7879,0
33,Male,Single,1707541,High School,Employed,731,3,Car,1250123,6,29611,3,Low,East,0,5,31489,0
58,Female,Married,1479618,High School,Unemployed,302,7,Bike,1992090,7,14168,4,Medium,West,0,2,31260,0
53,Male,Single,789812,High School,Employed,430,7,Bike,1021515,4,67832,4,Low,East,0,4,103314,0
50,Female,Single,393180,Postgraduate,Retired,374,12,Bike,929897,3,52790,3,Low,West,0,1,126098,0
21,Female,Single,1065244,Graduate,Employed,623,12,Bike,2258083,8,21080,5,Low,West,0,1,35423,0
50,Male,Divorced,1978557,Graduate,Retired,777,8,Car,2440004,2,68606,4,Medium,East,0,1,133367,0
31,Female,Married,1629662,Postgraduate,Employed,459,3,Truck,910354,1,45952,5,Low,East,0,4,79689,0
38,Male,Divorced,1097004,Graduate,Employed,316,9,Car,450097,7,48244,1,High,South,0,5,95269,0
65,Male,Married,1824802,Graduate,Self-Employed,694,3,Bike,2047910,3,22343,0,Low,West,0,3,23166,1
37,Male,Married,886636,High School,Unemployed,655,4,SUV,2151949,3,75413,4,High,South,0,1,87827,0
25,Female,Single,718344,Graduate,Employed,331,13,SUV,1971470,6,9353,4,Medium,West,0,5,15960,0
24,Female,Divorced,1731925,High School,Self-Employed,782,4,SUV,731800,3,72823,5,Medium,South,0,3,161732,0
20,Female,Married,526994,Graduate,Retired,454,2,Bike,477491,9,26666,5,Low,East,1,3,25531,0
34,Male,Single,1636913,High School,Employed,814,0,Bike,2087342,2,22981,4,Low,West,0,2,55478,0
50,Male,Single,1205284,High School,Unemployed,641,9,Bike,1759827,1,70548,4,Low,East,0,3,98415,0
65,Male,Single,623817,High School,Employed,705,14,Bike,582165,7,39050,5,Low,East,1,5,30067,0
29,Female,Married,1217069,High School,Employed,672,0,Bike,1808699,7,5949,2,Low,East,0,3,13348,1
68,Male,Single,250324,Postgraduate,Employed,585,11,SUV,1933965,9,55804,0,Medium,South,0,4,131449,0
39,Male,Married,1925200,High School,Employed,859,13,Bike,1486818,5,79042,1,Low,South,1,2,169608,0
39,Female,Married,1065858,Postgraduate,Employed,876,7,SUV,1542946,3,48254,4,Low,South,0,3,66113,0
63,Female,Married,709958,Graduate,Employed,520,3,Bike,2186072,2,47169,2,Low,East,0,3,112577,0
47,Female,Married,1688104,Graduate,Employed,446,12,Car,1988959,8,72479,3,Low,South,0,1,84392,0
55,Male,Divorced,767140,High School,Self-Employed,479,10,SUV,270375,5,29826,3,Medium,West,0,2,20196,0
55,Male,Married,1165411,Postgraduate,Self-Employed,809,9,SUV,1860008,2,10900,2,Low,South,0,3,12941,1
62,Male,Divorced,1890367,High School,Self-Employed,596,14,Car,1904962,6,20714,1,Medium,South,0,1,25507,0
68,Female,Married,352130,Graduate,Employed,648,13,SUV,2126967,8,58692,2,Low,East,0,2,123381,0
25,Female,Single,1089932,Graduate,Retired,790,10,Bike,1170498,3,29002,3,Medium,South,0,4,55979,0
44,Female,Single,1548072,Graduate,Employed,652,1,Car,1171242,1,44540,4,Low,South,0,3,77601,0
44,Female,Single,1515741,High School,Employed,380,5,Car,596024,5,77264,3,Medium,South,0,1,68377,0
51,Male,Single,1009046,Graduate,Self-Employed,733,8,Car,1193384,8,57876,0,Medium,South,0,5,121531,1
38,Male,Single,1569851,Postgraduate,Self-Employed,422,14,SUV,561431,5,16589,0,Low,East,1,4,9356,0
47,Male,Single,374022,Postgraduate,Employed,588,4,Car,296555,3,25178,3,Low,East,0,3,23628,0
50,Male,Single,1883677,Postgraduate,Employed,769,2,Car,1974764,7,17136,3,Low,South,0,2,27381,0
45,Male,Married,374492,High School,Unemployed,809,3,Car,1034428,7,9835,4,Medium,East,1,2,14279,0
64,Male,Single,726919,High School,Self-Employed,893,14,Car,686541,5,30702,4,Medium,East,0,1,57751,0
50,Male,Married,1910281,High School,Employed,779,12,Bike,1656327,2,52343,0,Low,East,0,2,109192,0
22,Male,Married,568544,Postgraduate,Retired,895,1,Bike,909431,8,32648,5,Medium,South,0,3,72803,0
65,Female,Single,247674,High School,Employed,738,14,Car,1766254,7,46609,1,Low,East,0,1,113249,0
36,Female,Married,1641043,Graduate,Self-Employed,473,13,SUV,2275862,7,4666,5,Low,West,0,5,7497,0
21,Male,Single,1275420,Postgraduate,Employed,645,6,Car,1607017,8,27611,3,Medium,North,1,1,45863,0
52,Female,Married,1320412,Graduate,Employed,404,12,Bike,2280350,8,57843,4,Low,South,0,3,93781,0
66,Male,Married,1239540,Graduate,Employed,868,3,Car,172172,4,11311,3,Low,West,0,3,25930,0
34,Male,Married,1725888,High School,Self-Employed,886,3,SUV,1531399,1,79256,0,Low,East,0,2,162064,0
61,Female,Married,991794,Graduate,Employed,754,7,Car,1540510,4,25790,4,Medium,South,1,4,38547,0
45,Male,Single,1518817,Postgraduate,Self-Employed,593,9,Bike,1266979,2,24741,5,Low,South,0,1,46224,0
47,Male,Married,1769963,Graduate,Retired,692,4,Bike,1335804,6,67874,2,Low,North,0,1,75322,0
46,Male,Married,1770294,High School,Unemployed,495,2,Car,847143,8,61692,0,Low,East,0,4,51358,0
63,Male,Married,860959,High School,Employed,721,12,SUV,940039,3,10029,3,Low,South,0,4,5963,0
23,Male,Married,946348,High School,Employed,776,14,Bike,483808,6,43956,4,Low,North,0,2,58439,0
52,Male,Single,902733,Graduate,Employed,517,11,Bike,1000970,9,57846,0,Medium,West,0,3,72008,0
58,Male,Married,1243876,High School,Employed,452,5,Car,1658564,4,23523,3,Low,West,0,5,47452,0
54,Female,Single,204258,Graduate,Retired,336,7,Bike,776253,6,48251,1,Medium,West,0,5,72702,0
41,Female,Divorced,1863930,Graduate,Retired,647,9,Car,713070,2,34995,5,High,North,0,5,29473,0
46,Male,Single,384343,Graduate,Employed,469,0,Bike,1510967,6,79577,4,Low,East,0,3,55398,0
66,Female,Single,1582896,High School,Employed,609,8,Car,578664,1,7312,1,Low,North,0,4,4818,1
63,Male,Married,1809920,Graduate,Retired,653,13,SUV,359242,7,52367,0,Low,South,0,3,28050,1
48,Male,Married,479405,Graduate,Unemployed,549,12,Car,547626,3,43641,4,Medium,East,0,4,28334,0
52,Male,Single,581317,High School,Self-Employed,678,3,SUV,1835275,3,77054,3,Low,East,0,5,154697,0
50,Male,Single,775984,Postgraduate,Employed,444,4,SUV,1083149,6,76034,1,Low,South,0,1,155637,0
69,Female,Single,1417475,High School,Employed,788,9,Truck,770895,5,25109,0,Low,West,0,1,30381,0
38,Female,Single,1001573,Graduate,Retired,391,2,Truck,2181919,1,10890,3,Low,East,0,1,6163,0
49,Female,Married,1144256,High School,Employed,480,8,Truck,848516,1,14451,3,High,East,1,1,10948,0
40,Female,Married,1337660,Graduate,Unemployed,427,12,SUV,502455,2,12896,3,Low,North,0,1,19536,0
50,Male,Single,1873768,Graduate,Employed,577,11,Car,382837,3,39943,3,Low,North,0,3,98021,0
20,Female,Single,293219,High School,Retired,741,5,Bike,794623,4,26961,5,Medium,North,0,2,20081,0
35,Male,Married,776968,Graduate,Self-Employed,558,14,Car,606984,6,72625,1,Medium,South,0,4,58726,0
42,Male,Single,743080,Graduate,Employed,647,14,Bike,1147988,2,6105,3,Low,South,0,5,7995,0
59,Female,Married,1619189,Graduate,Employed,874,0,Bike,853421,7,38569,2,Low,East,1,1,66768,0
48,Male,Married,515244,High School,Self-Employed,783,8,Truck,946298,8,56075,4,Low,East,1,5,71992,0
20,Female,Single,324118,High School,Employed,601,10,Truck,892332,4,29597,3,Low,East,0,1,51859,0
57,Female,Single,1447518,Graduate,Self-Employed,511,4,Car,953257,7,42027,3,Medium,East,0,4,26495,0
63,Female,Married,593983,High School,Employed,787,2,Bike,2392808,9,50883,5,Low,West,0,2,43650,0
41,Female,Married,1214684,Graduate,Employed,783,3,Bike,824428,1,74622,2,Medium,East,0,1,47881,0
67,Female,Married,1013424,High School,Self-Employed,850,11,Bike,635430,6,28736,4,Medium,East,1,4,64659,0
49,Male,Single,1639188,High School,Self-Employed,762,4,Bike,2286125,6,67127,5,Low,South,0,2,140793,0
64,Female,Married,229570,Postgraduate,Employed,649,0,Truck,125723,3,20288,5,Low,North,0,4,20968,0
39,Female,Single,1444345,Graduate,Employed,602,9,SUV,1715459,7,49580,3,Low,East,0,4,99564,0
40,Male,Divorced,408345,Graduate,Self-Employed,717,2,Car,188324,9,72579,3,Low,West,0,5,153989,0
19,Female,Single,1720700,Postgraduate,Self-Employed,367,6,Car,1638060,6,30711,3,High,East,0,1,67630,0
44,Female,Married,1209925,Graduate,Employed,356,8,SUV,1659571,3,54851,2,Low,North,0,3,74929,0
59,Male,Single,843859,Graduate,Employed,769,5,Bike,585366,2,35548,5,Medium,South,0,3,86660,0
19,Male,Married,286126,Postgraduate,Employed,452,3,Bike,674899,6,56775,4,Low,East,0,1,129704,0
43,Female,Married,713852,Graduate,Self-Employed,500,14,Truck,2214982,3,39456,0,Low,East,0,4,75728,0
34,Male,Married,567533,Graduate,Self-Employed,898,3,Car,2096564,1,46394,4,Medium,East,0,1,26157,0
57,Female,Married,987176,Graduate,Employed,338,8,Bike,1530032,9,38463,2,Medium,South,0,1,75939,0
50,Male,Divorced,423766,Postgraduate,Unemployed,811,0,Truck,695653,7,50498,4,Low,South,0,2,88708,0
26,Female,Married,875918,High School,Employed,547,5,Bike,2440461,4,26008,5,High,South,0,2,62186,0
60,Female,Married,389933,High School,Self-Employed,413,3,Bike,1935544,2,18246,5,Low,West,0,1,25696,0
65,Female,Divorced,1763678,High School,Employed,677,2,Car,453741,3,34254,3,Low,North,0,5,57443,0
56,Male,Married,1542979,High School,Self-Employed,434,10,Car,875946,6,68257,2,Low,West,0,5,111768,0
46,Female,Single,972604,High School,Self-Employed,422,0,Car,467647,8,50604,2,Medium,East,0,2,27739,0
59,Male,Married,614666,Postgraduate,Unemployed,894,4,Bike,685993,3,57006,4,Low,North,1,4,52865,0
43,Female,Married,892289,Graduate,Unemployed,512,3,Bike,2111374,2,16954,4,Low,East,0,2,14660,0
52,Female,Divorced,1819453,High School,Unemployed,801,9,Truck,1996161,5,75226,1,Low,North,0,5,91006,1
67,Female,Married,982223,Graduate,Unemployed,474,3,Car,930066,8,43803,4,Low,North,0,3,46053,0
42,Female,Single,1585842,Graduate,Employed,574,7,Car,1139915,9,62613,4,Low,South,0,5,71785,0
41,Female,Married,1117790,Graduate,Employed,535,10,Car,1777404,4,15665,3,Low,East,0,1,10156,0
30,Male,Married,690726,High School,Retired,845,10,SUV,2476284,2,58924,0,Medium,East,0,1,47483,0
24,Male,Married,898922,Postgraduate,Retired,470,1,Truck,397173,7,65062,0,Low,West,0,4,98438,0
53,Male,Married,1450283,High School,Self-Employed,719,10,SUV,294417,5,25270,0,Low,South,0,3,38370,1
62,Female,Married,478531,High School,Employed,836,9,SUV,1521645,9,30888,4,Low,West,0,1,21438,0
37,Female,Single,1100797,High School,Unemployed,396,10,Car,679514,1,56975,5,Low,East,1,5,97488,0
18,Male,Married,222319,Graduate,Employed,320,13,Car,1527723,5,71947,0,Medium,North,1,3,176729,0
25,Female,Married,855771,Graduate,Employed,589,9,SUV,2383605,4,42507,5,Medium,North,0,1,54581,0
63,Female,Married,1858511,High School,Self-Employed,381,12,Bike,1971424,9,46808,1,Low,North,0,3,38614,0
33,Female,Divorced,1098534,High School,Employed,406,3,Car,701841,2,32556,2,Low,East,0,2,81096,0
31,Male,Divorced,1002136,Graduate,Employed,585,10,Bike,1497323,1,34922,1,Low,North,0,3,54224,0
29,Male,Single,1127613,Graduate,Unemployed,849,0,Car,442014,2,72135,1,Low,North,0,3,71114,1
68,Male,Single,660108,High School,Employed,630,1,Bike,617451,7,74496,0,Low,North,0,5,167960,1
40,Male,Married,1672964,Postgraduate,Retired,431,9,Truck,2014036,2,15301,0,Medium,West,0,5,11514,0
32,Male,Married,1453533,Postgraduate,Retired,638,9,Car,368690,6,19412,1,Low,East,0,1,16912,0
45,Female,Single,611200,High School,Unemployed,520,2,Bike,897305,1,9797,1,High,South,0,2,19734,0
51,Female,Single,1407108,Graduate,Retired,376,11,Car,2321440,4,56382,1,Medium,West,0,2,130926,0
19,Female,Married,846133,High School,Self-Employed,891,0,Truck,739539,7,28003,1,High,North,0,3,38090,0
49,Female,Married,854605,Graduate,Self-Employed,349,1,Car,548016,8,25280,1,Low,North,0,3,16200,0
40,Male,Divorced,1680266,Graduate,Unemployed,642,6,Bike,905098,8,33029,4,Low,East,0,2,57788,0
39,Male,Single,1817313,High School,Employed,631,9,Car,887385,5,38380,1,High,East,0,1,77886,0
68,Female,Married,1368823,Graduate,Employed,593,9,SUV,1636317,2,46337,2,High,South,0,3,71950,0
42,Male,Single,862556,Postgraduate,Self-Employed,451,5,Car,885669,4,54758,0,Low,North,1,4,70330,0
39,Female,Married,1728785,High School,Self-Employed,394,1,Bike,1329407,3,22855,2,Low,East,0,5,42407,0
39,Female,Married,1037966,High School,Unemployed,680,0,Car,2179451,7,24247,3,Low,East,0,5,35033,0
66,Female,Married,1262125,High School,Self-Employed,739,9,SUV,2499709,6,11612,0,Medium,East,0,2,23959,0
69,Female,Married,1232344,Graduate,Self-Employed,620,13,Car,1140196,2,61134,2,Low,South,0,5,31322,1
59,Male,Married,209821,Graduate,Self-Employed,389,8,Car,2355836,4,31663,1,Medium,West,1,1,54359,0
23,Female,Single,1284140,Graduate,Employed,828,0,SUV,645665,3,45942,1,Low,East,1,5,100674,0
32,Male,Married,1255858,Graduate,Employed,582,9,SUV,680653,1,79673,0,Low,South,0,1,148423,0
60,Female,Single,916506,Graduate,Unemployed,644,4,Bike,669334,1,5025,4,Low,East,0,2,8219,0
54,Female,Married,1660981,Graduate,Employed,532,8,Car,1783389,3,74036,1,Low,South,0,1,70081,0
50,Female,Married,1620686,Graduate,Retired,651,12,Bike,2449812,9,25517,2,Low,West,0,2,40874,0
25,Female,Single,405855,Graduate,Unemployed,732,8,Bike,1907825,4,52923,0,Medium,West,0,1,112729,0
61,Male,Single,210771,Postgraduate,Self-Employed,613,5,Bike,1146396,8,36464,4,Low,North,0,4,80812,0
61,Female,Divorced,523636,High School,Retired,679,14,Car,2473730,1,41942,5,Medium,East,0,2,74485,0
